Name,Ticker,Sub-Sector,Market Cap_x,PE Ratio_x,1M Return,1W Return,6M Return,1Y Return,5Y CAGR,PE Ratio_y,PB Ratio,PS Ratio,EV/EBITDA Ratio,EV / Revenue Ratio,Price / Sales,Price / Free Cash Flow,Market Cap_y,Enterprise Value,Dividend Yield,Dividend Per Share,Earnings Per Share,Payout Ratio,Free Cash Flow,Net Profit Margin,EBITDA Margin,Return on Assets,Return on Equity,Return on Investment,ROCE,Cash Flow Margin,Operating Cash Flow,Inventory Turnover Ratio,Asset Turnover Ratio,Working Capital Turnover Ratio,Days of Sales Outstanding,Debt to Equity,Long Term Debt to Equity,Interest Coverage Ratio,3Y Historical Dividend Growth,5Y Historical Revenue Growth,5Y Historical EBITDA Growth,5Y Historical EPS Growth,1Y Historical Revenue Growth,1Y Historical EBITDA Growth,1Y Historical EPS Growth,5Y Avg Return on Equity,5Y Avg Return on Assets,5Y Avg Return on Investment,5Y Avg Net Profit Margin,5Y Avg EBITDA Margin,Free Cash Flow.1,Operating Cash Flow.1,Investing Cash Flow,Financing Cash Flow,Change in Working Capital,Total Assets,Total Liabilities,Total Equity,Share Capital,Reserves & Surplus,"Net Property,Plant & Equipment",Cash and Equivalent,Long Term Debt,Accounts Payable,Total Receivables,Total Inventory,Goodwill & Intangibles,Other Assets,Other Liabilities,5Y CAGR Missing,5Y EPS Growth Missing,Market Cap,Score,Buffett Score,Earnings Yield,ROIC,Greenblatt Rank,Greenblatt Score,Piotroski Score,PEG Ratio,Peter Lynch Score,Composite Score,Final Rank,Name_lower
indiamart intermesh,INDIAMART,Online Services,14793.8857473624,26.86378381580244,5.857381758929717,2.016612256704811,4.733068399251464,-2.849564081059475,17.932813108795244,26.86378381580244,6.769727610562576,8.90790104973771,16.021129177873917,7.198105534431465,8.90790104973771,24.041416669151538,14793.8857473624,11954.3257473624,2.028036143604066,50.0,91.81851818950352,0.5445524605048123,615.35,33.15951733,44.92882777,14.53310391,28.08676449,25.1589026,24.52276166,37.52559069,623.21,0.0,0.4382785120128363,1.1010368877456314,0.9615326717888196,0.0151192056010616,0.0104058939276071,96.25101214574896,364.1588833612778,18.610586346904267,25.904977431672105,60.72047239750384,18.00282792971388,49.3036657595646,66.4855208402393,21.37422059,11.8806438,18.22697304,30.52187967,43.45003525,615.35,623.21,-486.35,-148.19,78.98999999999998,4129.959999999999,1944.6599999999987,2185.3,60.01,1189.79,61.19800000000004,2872.6,22.74,27.52,3.97,0.0,454.272,13.87,656.9199999999988,0.0,0.0,14793.8857473624,238.0,80,0.06241757299985175,24.52276166,198.0,70.76271186440678,4,0.44241724010215017,100,78.56214689265536,27.0,indiamart intermesh
sun tv network,SUNTV,TV Channels & Broadcasters,24373.4250644431,14.312640604395424,-1.0939870638026068,0.0161498708010189,-15.767045454545464,-17.753120665742024,10.68798212059352,14.312640604395424,2.311960276717374,5.171969839248631,6.959666756131177,4.090129666095807,5.171969839248631,14.681724853891946,24373.4250644431,19275.145064443102,2.4252928278937658,15.0,43.23,0.3469812630117974,1660.12,36.13567882,58.76904469,17.85031594,19.42602963,18.27615507,21.07622132,45.26002681,2171.3,0.0,0.4369783898487786,0.8501127446559034,105.66690362008232,0.0035808057429484,0.0028124739146601,166.31841909023117,2.9428498400178693,4.506250741747619,1.8064704466487005,4.225732478952993,-1.7674193676144756,-12.172297115168124,-11.503071978681303,21.8058204,19.63477839,20.61542893,40.7754981,65.07377852,1660.12,2171.3,-1313.34,-697.05,-479.51,11420.95,878.63,10542.32,197.04,9867.15,1026.32,5142.34,29.65,288.07,1254.28,0.0,825.55,287.9,10.24,0.0,0.0,24373.4250644431,239.0,85,0.1436850405400577,21.07622132,179.0,78.8135593220339,3,3.387020043432011,0,59.14406779661017,119.0,sun tv network
cummins india,CUMMINSIND,Industrial Machinery,91632.0106600587,45.8173798514249,12.237631819877253,-2.6499220611158467,-9.909026529389337,-13.483278225753752,53.888499107615175,45.8173798514249,13.857770141199866,8.251879948277951,31.88139893978971,8.020980969676714,8.251879948277951,91.89298674240716,91632.0106600587,89068.0206600587,1.5579490068117263,51.5,72.15,0.7137907137907137,997.16,18.01037068,25.15881121,20.37497447,27.81733406,25.93711513,37.73240492,13.35636047,1285.34,0.0,1.3149720382612506,3.1309091985637343,60.52123351326234,0.0192035473177341,0.0030019720763665,164.5842271293375,40.67335118573152,14.791336715353063,24.101297449147285,23.16660394907175,15.389003712813398,16.83429589451273,16.239756361226988,19.93720472,14.59452219,18.38189576,15.63048226,22.38755318,997.16,1285.34,-247.89,-1134.25,-685.0799999999999,8970.509999999998,2358.1899999999987,6612.32,55.44,6556.88,2306.65,2690.9700000000003,19.85000000000001,1461.42,2085.35,949.65,92.6,165.75,194.22999999999817,0.0,0.0,91632.0106600587,248.0,80,0.031366252211472,37.73240492,221.0,58.898305084745765,4,1.9777339808695065,50,65.00282485875707,82.0,cummins india
sanofi consumer healthcare india,SANOFICONR,Pharmaceuticals,11628.9024974531,64.24808009642597,0.6029010884055989,-0.5507474429583006,5.379864881667849,3.701437748546956,27.41664593599724,64.24808009642597,42.59671244488315,15.768003386377083,44.36638909660306,15.352274572817764,15.768003386377083,27.10068165335144,11628.9024974531,11322.3024974531,1.0892551642576953,55.0,144.62285435815377,0.3802995055248619,429.1,24.54237288,34.60338983,46.60744174,75.32251352,63.04125469,83.37213169,59.52542373,439.0,2.4669090909090907,1.899060126174842,3.162521440823328,11.209830508474576,0.0743589743589743,0.0608058608058608,64.28205128205128,0.0,10.196659556134891,14.469296573804913,13.951257390496474,31.814119749776594,15.422885572139272,-82.45932633618513,11.04026571,5.211017428,9.827405987,5.9219274535,13.759443425,429.1,439.0,1.9,-115.6,191.7,431.3,158.29999999999995,273.0,23.0,250.0,27.9,326.9,16.6,70.3,13.7,40.9,1.9,3.6,11.099999999999945,0.0,0.0,11628.9024974531,249.0,80,0.02253958504088776,83.37213169,219.0,59.74576271186441,4,4.605182049052542,0,55.25706214689266,132.0,sanofi consumer healthcare india
bengal & assam company,BENGALASM,Diversified Financials,8638.56864784491,11.801323289405614,3.491688065954864,0.7546052631578996,-19.41404214131488,-11.886887905518948,42.820686193029104,11.801323289405614,0.9347845795418048,3.8577955332566303,19.65847749556172,4.1144752251177446,3.8577955332566303,7.044761749612563,8638.56864784491,9213.33864784491,0.6538310025942856,50.0,648.01,0.0771593030971744,1226.24,32.68951658,20.92977559,28.1353251,46.51912825,40.27337662,4.093441043,11.43585338,1817.22,0.0,0.1618940135544891,4.160743982087941,235.5600870827286,0.0456237474624617,0.030447212711714,18.820479085382445,49.38015821857216,-26.084644856578155,-4.1528437778101885,6.5966151781295945,-85.90829140589847,-89.5440540968648,-81.18971952820976,18.27627764,8.913193778,12.42170199,14.45750273,14.51434295,1226.24,1817.22,-1392.37,-589.95,-78.83999999999997,10437.21,1195.9700000000016,9241.24,11.3,8882.07,475.32540000000006,32.6,281.37,169.74,331.59,377.93,8.1046,0.0,-0.0099999999983992,0.0,0.0,8638.56864784491,249.0,70,0.050868639253765675,4.093441043,338.0,10.593220338983059,4,1.7889967764879933,50,47.51129943502825,170.0,bengal & assam company
emami,EMAMILTD,FMCG - Personal Products,24958.7978539619,30.94858747360302,-9.349271690943649,-2.345215759849906,-4.039474784644974,-22.70149858242204,24.27986593809821,30.94858747360302,10.155306303006416,6.437159325809687,22.84188961999787,6.370785818472107,6.437159325809687,33.8002733592832,24958.7978539619,24701.4478539619,1.7488823081705878,10.0,18.48,0.5411255411255411,738.42,20.79952544,27.8908003,22.73322839,30.33286028,28.7456009,35.98420711,21.49058316,779.01,0.0,1.2182768231105918,6.344217097135751,42.77662935547932,0.0382266418739395,0.006278202066151,96.70235546038548,7.721734501594191,7.411194269920407,8.149398200694979,22.574850051059304,6.963245781251293,9.597551458888567,12.08533399676562,28.82807013,20.43749946,26.51038097,20.01942266,29.02844334,738.42,779.01,-209.87,-562.97,-180.03,3268.81,811.0999999999999,2457.71,43.65,2402.94,678.0013000000001,362.42,15.43,457.48,494.21,323.4,443.1787,21.88,36.85,0.0,0.0,24958.7978539619,251.0,80,0.04377921514534021,35.98420711,176.0,79.66101694915254,4,1.3709321392436353,50,71.23163841807909,54.0,emami
computer age management services,CAMS,Diversified Financials,19654.618124905803,44.56526341724098,5.897845171588184,-7.253028890959929,-21.017459419553404,9.082688223607589,31.919092442116828,41.80054896832372,21.46544288683959,13.324080837427331,27.14632426993418,12.971390886779249,13.324080837427331,54.12706026907304,19654.618124905803,19134.358124905804,1.812742483653356,72.5,95.41,0.7598784194528876,363.12,31.87537285,47.78323119,28.18242672,41.65218979,35.75868373,56.62510271,34.10637376,401.49,0.0,1.1755255566357998,2.362857303037827,12.109591084115191,0.1051832597964265,0.0763837315975711,74.04250295159385,23.222145577329844,15.396883435925846,18.022287576009653,22.050803398871288,25.31070278719301,29.20409135902044,32.379810238229965,40.77131642,27.04603465,35.68333036,29.872152,46.183756,363.12,401.49,-187.59,-223.55,-121.62,1413.47,497.83,915.64,49.14,811.75,209.3003,617.6800000000001,69.94,64.6,64.86,0.0,179.5897,17.45,121.95,0.0,0.0,19654.618124905803,252.0,80,0.03683739979145341,56.62510271,165.0,84.32203389830508,4,2.021026744972119,0,62.62994350282486,97.0,computer age management services
mazagon dock shipbuilders,MAZDOCK,Shipbuilding,128927.220500602,53.41897091812424,0.1533406352683489,-6.069499882601542,25.852524027710142,51.5275534015437,72.8442522328547,53.41897091812424,20.649930327302297,10.270540168978206,36.06083159154483,9.138653329780588,10.270540168978206,510.44112954549854,128927.220500602,114718.520500602,0.4051720792333072,12.95,59.83,0.2164465986963062,252.58,19.22639091,25.34232553,6.572783335,35.20601838,31.16872718,44.99344042,6.469973174,683.75,0.0,0.4259687667492774,4.923579869704548,41.42319712007623,0.000148955628841,0.0001297355477002,696.8318181818181,43.69064914953551,18.103842284287207,31.51424997905736,61.03240292838728,18.78359773089644,26.3759836967533,24.59782753475797,21.75242553,3.411350881,20.3886749,14.35180183,18.97058323,252.58,683.75,1419.81,-448.5,-822.1199999999999,29463.43,23219.96,6243.469999999999,201.69,6041.78,909.57,14209.63,0.81,4466.42,1846.93,5727.99,0.0,1472.46,570.1799999999963,0.0,0.0,128927.220500602,273.0,75,0.02773091900172567,44.99344042,226.0,53.8135593220339,3,0.8752559026850655,100,68.64406779661017,69.0,mazagon dock shipbuilders
shilchar technologies,SHILCTECH,Electronic Equipments,6234.04299853611,42.45177390899632,16.923928571428583,-10.37368593955322,-4.376764585762571,49.64985410587744,173.9781730502489,42.45177390899632,29.74399064142425,9.746479157212264,30.58072258491258,9.620482471680232,9.746479157212264,94.05617076849894,6234.04299853611,6153.45299853611,0.2293881301164908,12.5,128.3675224501497,0.0973766554141781,66.28,22.95894437,31.45930396,39.0787487,55.51158505,43.93816499,92.90780142,18.66686193,76.48,0.0,2.720455947089722,5.17910931174089,52.99353522403928,0.0,0.0,449.5681818181818,110.85676059495692,53.82315765334156,101.55016313244872,150.12538275541075,56.11530106660809,59.53381431856032,59.83136152218094,25.74221244,16.71324821,21.95258374,14.51649779,21.1527785,66.28,76.48,-22.63,-28.99,-46.85,292.47,82.88000000000001,209.59,7.63,201.96,45.19,80.59,0.0,54.91,93.62,59.56,0.0,3.33,0.8800000000000091,0.0,0.0,6234.04299853611,284.0,75,0.03270033915069632,92.90780142,169.0,81.77966101694915,4,0.28277545828582606,100,80.36723163841808,24.0,shilchar technologies
abb india,ABB,Heavy Electrical Equipments,126955.926628453,67.8313813705911,5.088902513795218,-1.1859660681930488,-23.780313927772536,-32.17548212473216,49.88726049095178,67.8313813705911,17.94328612212073,10.12269671587471,45.75133361516652,9.687673102667262,10.12269671587471,113.57152268055016,126955.926628453,121499.986628453,0.737096257615967,44.16,88.32307831155791,0.4999825735718412,1117.85,14.92332385,21.17462451,16.00203826,28.75023041,26.49103164,35.50103479,10.61896663,1331.8,4.158945713216024,1.072283789861033,2.5028432533723413,80.4398044604763,0.0073324476354693,0.0039842270401673,153.601215805471,104.02117308998746,11.096756485298087,36.33759939010845,45.50878339120437,16.68649942641609,48.74813760964275,50.68958576546805,18.78637517,9.883490271,17.603193,9.705121664,14.57171695,1117.85,1331.8,-502.67,-770.38,-1031.59,12391.329999999998,5315.929999999998,7075.400000000001,42.38,6989.740000000001,1141.83,5507.82,28.19,3241.77,2983.66,1777.99,14.79,372.06,13.77999999999818,0.0,0.0,126955.926628453,286.0,75,0.021857286356096534,35.50103479,271.0,30.932203389830505,4,1.4905118598204736,50,55.112994350282484,134.0,abb india
tata elxsi,TATAELXSI,Software Services,39762.902872768,50.65660599116886,2.9222347448076,-1.98558724317694,-13.320647002854423,-12.52040550365584,48.7534657311949,50.65660599116886,13.903307344427194,10.17380765148758,33.24969039148315,9.813029729290031,10.17380765148758,49.975997778854754,39762.902872768,38352.852872768,1.1746458790861558,75.0,126.04285023357149,0.5950357347601758,795.64,20.0838715,29.51314618,23.17982489,29.25850135,26.34394529,34.31270533,20.77546592,811.98,457.58558558558553,1.1541512247700323,1.7933974363386491,90.7335557625193,0.0686513098085288,0.0487104714751255,51.91138613861387,20.84372700535,18.562034733028444,23.42817736440765,25.108403771096555,6.375983233989291,-1.347884095651818,-0.9189250596417098,34.42193468,26.48489643,29.73601438,21.33838212,31.19478779,795.64,811.98,-311.35,-498.59,-248.18,3585.7200000000003,725.7600000000004,2859.96,62.28,2791.96,319.66,1606.39,139.31,123.64,971.53,0.0,0.0,430.94,56.77000000000044,0.0,0.0,39762.902872768,286.0,80,0.030075468018678102,34.31270533,242.0,42.79661016949153,3,2.0175159860015484,0,46.83898305084746,173.0,tata elxsi
lloyds metals and energy,LLOYDSME,Iron & Steel,78849.18064801999,54.38137058204188,12.473524962178525,0.127946127946134,32.17845484221981,103.07610004012304,181.6314003627067,54.38137058204188,12.316104766549202,11.642345303297688,39.33378605580475,11.639516265200172,11.642345303297688,187.9957575890992,78849.18064801999,78830.02064801998,0.0663598455557495,1.0,28.19516523300618,0.0354670735828626,419.42,21.40870151,29.59164991,21.71496608,31.47577497,20.52369711,26.33803858,17.79724833,1205.34,2.19401071132232,1.014305611717662,12.931633968208514,6.772523041304547,0.1242041698687309,0.1233700711639269,70.65870683321089,25.99210498948732,76.32525165784291,112.054472248965,82.034446626427,3.011894259726833,12.515719739501565,14.562470587671973,17.89344537,11.15578036,14.97453653,9.084623989,15.20998924,419.42,1205.34,-3975.95,2807.97,-801.18,9416.7,3014.5800000000004,6402.120000000001,52.32,2696.6200000000003,5793.58,814.3299999999999,789.83,36.28,171.42,431.76,0.0,602.89,35.01,0.0,0.0,78849.18064801999,290.0,75,0.025423436192520382,26.33803858,300.0,19.491525423728817,4,0.6629089707850018,100,61.68079096045198,102.0,lloyds metals and energy
ingersoll-rand (india),INGERRAND,Industrial Machinery,12084.9782641591,45.1724227718727,-1.513282976208819,0.7411106147013291,-12.522686025408342,-17.31348114581647,43.184452560431154,45.1724227718727,20.82647433808244,8.791760584439684,31.332510333594968,8.63400330585277,8.791760584439684,76.42915674272136,12084.9782641591,11868.1282641591,1.1754758419491833,45.0,84.75,0.5309734513274337,158.12,19.46267223,27.55605349,25.99055611,38.39559358,38.27813214,61.07040351,16.6710979,206.92,0.0,1.60660604502209,3.223459887906572,68.61175777328347,0.0104606476295517,0.0069105761111206,265.9705882352941,31.03706971044482,13.131225882691089,22.93485066611596,25.89349266467749,10.746944464586395,19.17316889000751,20.31245221927413,26.25006076,17.73129802,25.73514172,15.27738009,22.66038889,158.12,206.92,-34.36,-225.13,-91.65,852.0699999999999,271.79999999999984,580.2700000000001,31.57,548.7,145.83999999999995,222.92,4.01,150.28,248.87,174.74,0.0,33.82,8.019999999999886,0.0,0.0,12084.9782641591,300.0,80,0.03191573191401112,61.07040351,183.0,77.96610169491525,4,1.7445473021681037,50,70.72316384180792,57.0,ingersoll-rand (india)
fine organic industries,FINEORG,Specialty Chemicals,14541.4971191256,35.424729272639034,3.932682627916154,-1.060416666666659,-4.737760110331407,0.7637190543613586,19.225273188553203,35.424729272639034,7.569556814828142,6.14407821659474,22.139288311532187,5.702848682423408,6.14407821659474,26.5307373091144,14541.4971191256,13497.2171191256,0.2319291701790605,11.0,133.89,0.0821569945477631,548.1,17.34403718,25.75895215,21.04491377,23.79285446,21.5199867,28.97567468,28.90930049,634.51,0.0,1.2092561037607392,1.7840317194696331,51.04370972853069,0.002201920824549,0.001285755185966,253.34090909090912,6.917810999860885,17.46572951268155,18.98821396417645,20.02814402278301,7.832952893846001,1.153144184503077,-0.3359103974362415,30.24203894,24.00336887,25.07933285,16.03807211,24.32334139,548.1,634.51,-395.75,-58.53,98.39999999999996,2107.76,186.71000000000024,1921.05,15.33,1905.72,262.1166,1048.51,2.4700000000000006,135.41,311.31,260.89,0.3434,113.62,-0.0099999999997635,0.0,0.0,14541.4971191256,301.0,75,0.045168570277803716,28.97567468,202.0,68.22033898305085,3,1.7687474801629968,50,62.96610169491525,94.0,fine organic industries
hdfc asset management company,HDFCAMC,Asset Management,106155.536924497,43.14932461496754,5.500944778242488,-2.751575404125413,10.041512149222342,25.479355221469053,14.369833034500878,43.14932461496754,13.05727767494142,26.14603998041846,31.73143814351668,26.13574466749513,26.14603998041846,52.29311034157318,106155.536924497,106113.736924497,1.8125646855034432,90.0,115.15665504234413,0.7815440624504612,2030.01,60.59432034,82.36545898,30.1780305,32.36027622,30.26067683,39.3917123,51.1021896,2074.8,0.0,0.49803397955535,-35.04920580110496,10.200419940395555,0.0,0.0,4.423047132498352,0.0,15.662465439037852,23.886934466951125,21.78183561082973,28.34648905130257,32.31724929273745,26.52914191914832,5.239023393,3.032606315,4.212027438,42.941665195,60.678085045,2030.01,2074.8,-597.93,-1475.07,-749.62,8750.66,620.6700000000001,8129.990000000001,106.9,7324.34,192.62000000000003,41.8,0.0,40.05,133.66,0.0,6.04,0.0,0.0,0.0,0.0,106155.536924497,304.0,80,0.031514487161821834,39.3917123,215.0,62.71186440677966,4,1.980977424763691,50,66.14689265536722,79.0,hdfc asset management company
pi industries,PIIND,Diversified Chemicals,60191.9317817346,36.25583169602134,7.020474137931033,1.341836734693875,4.8167949544357285,13.26449780108716,20.688393661323445,36.25583169602134,6.894047850387652,7.229133202230835,22.327450754395496,6.777636138709222,7.229133202230835,42.52344173912723,60191.9317817346,56432.63178173459,0.4037609387272541,16.0,109.44,0.1461988304093567,1415.5,19.93922871,30.35562014,17.49421281,21.11177375,19.33621772,24.07784617,25.8231862,2035.9,0.0,0.866262647280672,1.7624783032047753,37.30309381117664,0.0218302599931279,0.0120833810560073,65.90909090909088,38.672254870126935,19.503810454297582,26.85176315950781,27.0420443846352,5.610096397767617,12.50834631649228,-1.1397252338983055,18.29261142,13.90850051,15.77580053,18.20693878,26.41109777,1415.5,2035.9,-1800.5,-221.6,-7.899999999999977,10743.8,2012.8,8731.0,15.2,6515.9,3445.3,3949.9,105.5,1185.4,929.9,1301.2,361.1,141.9,196.7,0.0,0.0,60191.9317817346,309.0,75,0.04478791649795196,24.07784617,238.0,44.91525423728814,4,1.340720811649183,50,59.30790960451978,116.0,pi industries
concord biotech,CONCORDBIO,Pharmaceuticals,22041.7289266918,59.30935563096492,37.88888888888888,8.747422680412361,-0.366056572379359,33.29752953813103,27.41664593599724,59.30935563096492,14.438065900730884,17.7108859783949,39.604602651181736,17.4851140002184,17.7108859783949,122.60389880237956,22041.7289266918,21760.7489266918,0.5078518960663071,10.7,35.52,0.3012387387387387,179.78000000000003,29.86187557,44.14919689,19.16899713,21.87784026,20.26126349,31.7656268,25.18475652,265.47,0.0,0.7742816525490952,1.929623542545274,91.41203908302732,0.0063800241052245,0.0012380128910548,934.1132075471696,184.3383904085545,18.00631462403681,18.409033047208247,17.05383890666854,18.06676849225397,17.068649593045503,20.605224305605088,11.04026571,5.211017428,19.363812,29.42771152,45.11067809,179.78000000000003,265.47,-154.61,-99.21,-184.53,1700.69,174.05,1526.64,10.46,1434.21,786.4829,290.72,1.89,99.46,349.61,207.95,0.3071,15.62,1.9400000000000184,0.0,0.0,22041.7289266918,311.0,75,0.025249590528846316,31.7656268,269.0,32.203389830508485,4,3.4777715419707214,0,45.49435028248588,178.0,concord biotech
procter & gamble health,PGHL,Pharmaceuticals,9666.315308644327,48.095906600877306,11.003236245954692,4.032114183764496,5.056324629022083,18.100949525237382,8.437909722150017,48.095906600877306,17.959117324324332,8.283827360457565,31.288200997360413,8.082608736594132,8.283827360457565,46.79891216966511,9666.315308644327,9431.515308644328,4.464823650166325,260.0,121.07679671448018,2.147397412677877,206.55,17.22356006,25.83276916,21.20545488,31.18071878,36.8200073,47.62186115,19.5631122,228.28,2.7714812538414257,1.2311888370130042,2.926333212122731,31.44238102991713,0.0177615933412604,0.012782401902497,380.61111111111137,25.99210498948732,10.196659556134891,14.469296573804913,13.951257390496474,-6.499947917083992,-12.134549800332229,-12.415566304963503,11.04026571,5.211017428,30.23095991,17.54704127,26.18516457,206.55,228.28,-6.87,-418.1,-97.31,794.36,256.12,538.24,16.6,510.51,134.39,244.36,6.880000000000001,168.45,85.33,109.11,0.0,102.06,30.33,0.0,0.0,9666.315308644327,313.0,80,0.03196092993919221,47.62186115,198.0,70.76271186440678,4,3.447424504807717,0,58.56214689265537,120.0,procter & gamble health
nava,NAVA,Iron & Steel,15677.3464614833,14.363252491074864,16.533613445378162,5.466299077859111,12.937355445106052,64.5633156460634,98.37750216184811,14.363252491074864,1.8841651016495609,3.791221754240648,8.421416209829074,4.042643098465915,3.791221754240648,5.211883797035672,15677.3464614833,16717.0164614833,1.8510867047110144,10.0,37.63,0.2657454158915758,3008.0,26.39528726,48.00431421,12.08778941,16.28278088,17.52495641,18.16813074,77.94301489,3173.52,0.0,0.3979480773690891,1.6592681463707255,181.17422621077247,0.0497140824317535,0.0371115955858846,63.08539412673879,49.38015821857216,7.49603213226504,10.630892391683131,27.556041411265287,1.56155212091591,0.6413473872065417,-13.05998856847147,12.52784512,7.468363994,12.09050929,23.49877824,47.00537935,3008.0,3173.52,-236.52,-3065.91,1482.2099999999998,9668.42,1347.84,8320.58,29.03,6794.97,5145.3172,785.78,308.79,170.72,1767.94,602.74,463.2728,589.09,68.58,0.0,0.0,15677.3464614833,314.0,95,0.11874487319993136,18.16813074,211.0,65.67796610169492,4,0.5212378758148828,100,81.5367231638418,22.0,nava
nestle india,NESTLEIND,FMCG - Foods,228858.193827394,71.34895476896806,-1.5246934040437408,-1.7404605399148334,6.747068676716926,-6.295214382339668,7.897340123024499,71.34895476896806,57.06888014029039,10.776892355362142,46.05920501987047,10.82733497617462,10.776892355362142,246.69152410494016,228858.193827394,229929.393827394,1.1374835606556282,27.0,33.26833148239024,0.8115826311966314,927.7099999999998,15.10448526,23.50742913,28.24032702,87.26829998,64.58472569,59.29858537,13.82722084,2936.35,3.313404190707561,1.8696649730282728,-30.06783524714344,5.702993406011769,0.2909697995865553,0.0907708075138209,32.736176470588205,0.0,9.105838043046678,20.368888408879293,31.703839267374523,-16.143577795986065,-16.82858194868145,-18.44087224499356,8.3121946895,2.616715007,8.302368123,2.447268053,7.200097526,927.7099999999998,2936.35,-1810.9,-1848.12,-1735.5700000000002,12193.32,8183.109999999999,4010.21,96.42,3913.79,6646.17,95.65,364.0099999999999,2623.81,363.15,2850.14,0.0,1237.96,3103.79,0.0,0.0,228858.193827394,314.0,80,0.021711186712158593,59.29858537,234.0,47.88135593220339,3,2.2504831092299646,0,48.36440677966102,165.0,nestle india
